district_id,region,district,class,latitude,longitude,total_pop,poverty_rate_pct,poverty_intensity_pct,illiteracy_rate_pct,uninsurance_rate_pct,youth_dependency_ratio,sex_ratio,employment_rate_pct,pop_0_14,pop_15_64,pop_65plus,nmr_per1000lb,imr_per1000lb,u5mr_per1000lb,pnmr_per1000lb,child_mr_per1000lb,bcg_coverage_pct,dpt3_coverage_pct,measles_coverage_pct,fully_vaccinated_pct,polio3_coverage_pct,diarrhea_prevalence_pct,ors_use_pct,continued_feeding_diarrhea_pct,early_breastfeeding_pct,dietary_diversity_pct,min_meal_freq_pct,child_anemia_any_pct,child_anemia_moderate_pct,child_anemia_severe_pct,improved_water_pct,piped_water_pct,surface_water_pct,improved_sanitation_pct,open_defecation_pct,women_no_edu_pct,women_secondary_plus_pct,female_literacy_pct,u5mr_high_risk,nmr_high_risk
1,Ahafo,Asunafo North Municipal,Municipal,6.81509969999999,-2.67736640122449,151258,26.1,42.0,26.32,14.24,59.28,103.65,53.18,54201,91432,5625,9.0,17.0,29.0,5.0,12.0,88.8,84.36,84.1,72.0,78.5,23.3,44.01666666666667,24.58333333333333,62.14,40.06,31.65,35.5,11.55,0.35,66.88,1.05,10.9,34.983333333333334,11.45,13.4,75.65,69.95,0,0
2,Ahafo,Asunafo South,District,6.56280465,-2.53279356335542,91693,26.2,42.7,28.89,47.5,62.41,104.74,56.49,33853,54241,3599,9.0,17.0,29.0,5.0,12.0,88.8,82.34,84.1,72.75,78.5,21.01,44.01666666666667,24.58333333333333,60.82,39.91,31.65,35.5,11.55,0.35,69.11,1.05,10.9,34.983333333333334,11.45,13.4,75.65,71.94,0,0
3,Ahafo,Asutifi North,District,7.07651835,-2.52531850396715,73556,26.6,43.1,25.55,17.3,58.29,107.01,51.41,26046,44681,2829,9.0,17.0,29.0,5.0,12.0,88.8,85.03,84.1,71.57,78.5,23.41,44.01666666666667,24.58333333333333,61.17,40.39,31.65,35.5,11.55,0.35,72.45,1.05,10.9,34.983333333333334,11.45,13.4,75.65,72.79,0,0
4,Ahafo,Asutifi South,District,6.84924284999999,-2.46125343688365,67334,23.2,42.4,29.26,21.67,62.46,103.81,50.88,24916,39893,2525,9.0,17.0,29.0,5.0,12.0,88.8,85.31,84.1,73.11,78.5,20.64,44.01666666666667,24.58333333333333,60.87,42.01,31.65,35.5,11.55,0.35,66.43,1.05,10.9,34.983333333333334,11.45,13.4,75.65,69.32,0,0
5,Ahafo,Tano North Municipal,Municipal,7.19329065,-2.2080833699397,93838,21.6,42.3,23.45,14.1,58.01,95.6,51.5,32797,56534,4507,9.0,17.0,29.0,5.0,12.0,88.8,80.97,84.1,73.92,78.5,23.48,44.01666666666667,24.58333333333333,60.5,39.77,31.65,35.5,11.55,0.35,70.08,1.05,10.9,34.983333333333334,11.45,13.4,75.65,71.74,0,0
6,Ahafo,Tano South Municipal,Municipal,7.16093674999999,-1.99681708617696,86989,23.7,42.6,27.91,20.45,62.19,94.72,52.58,31841,51200,3948,9.0,17.0,29.0,5.0,12.0,88.8,81.95,84.1,72.63,78.5,21.5,44.01666666666667,24.58333333333333,59.18,41.86,31.65,35.5,11.55,0.35,68.83,1.05,10.9,34.983333333333334,11.45,13.4,75.65,71.37,0,0
7,Ashanti,Adansi Asokwa,District,6.2467263,-1.50841,71844,32.4,43.3,28.26,50.15,62.99,96.85,51.89,26456,41999,3389,17.5,34.0,45.0,12.0,11.0,97.2,88.69,91.9,80.03,89.9,17.19,42.583333333333336,33.11666666666667,67.17,44.94,41.2,39.05,13.7,0.4,80.41,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.61,0,0
8,Ashanti,Adansi North,District,6.3006124,-1.5897139446089,54155,19.7,42.8,18.16,27.63,54.48,97.57,48.48,18243,33485,2427,17.5,34.0,45.0,12.0,11.0,97.2,88.03,91.9,79.58,89.9,19.15,42.583333333333336,33.11666666666667,66.28,46.49,41.2,39.05,13.7,0.4,78.19,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.08,0,0
9,Ashanti,Adansi South,District,6.00427495,-1.39314032189093,85200,35.0,43.2,27.07,46.09,62.6,97.24,54.97,31297,49996,3907,17.5,34.0,45.0,12.0,11.0,97.2,88.47,91.9,79.5,89.9,16.26,42.583333333333336,33.11666666666667,65.52,46.96,41.2,39.05,13.7,0.4,79.81,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,77.92,0,0
10,Ashanti,Afigya Kwabre North,District,7.03891495,-1.62667127242319,73330,25.2,43.7,23.98,30.12,70.24,96.16,48.21,29049,41355,2926,17.5,34.0,45.0,12.0,11.0,97.2,87.22,91.9,78.42,89.9,15.39,42.583333333333336,33.11666666666667,68.17,50.47,41.2,39.05,13.7,0.4,80.05,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,78.21,0,0
11,Ashanti,Afigya Kwabre South,District,6.83998064999999,-1.60957900170106,234667,13.0,43.3,13.42,24.97,61.43,94.35,50.7,86710,141162,6795,17.5,34.0,45.0,12.0,11.0,97.2,89.82,91.9,79.97,89.9,16.13,42.583333333333336,33.11666666666667,67.99,44.73,41.2,39.05,13.7,0.4,81.95,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.14,0,0
12,Ashanti,Ahafo Ano North Municipal,Municipal,6.90966445,-2.23301229669742,92742,26.5,41.2,24.92,30.64,62.02,99.35,56.88,34011,54838,3893,17.5,34.0,45.0,12.0,11.0,97.2,89.67,91.9,79.35,89.9,17.48,42.583333333333336,33.11666666666667,64.72,49.01,41.2,39.05,13.7,0.4,78.9,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,81.64,0,0
13,Ashanti,Ahafo Ano South East,District,6.94633355,-1.90095355028736,63468,31.8,42.5,32.24,32.34,71.19,101.11,53.71,25185,35377,2906,17.5,34.0,45.0,12.0,11.0,97.2,88.6,91.9,82.64,89.9,14.45,42.583333333333336,33.11666666666667,67.22,47.02,41.2,39.05,13.7,0.4,79.76,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,76.78,0,0
14,Ashanti,Ahafo Ano South West,District,6.8289788,-2.00038660056909,65770,31.9,41.8,31.43,37.52,64.65,103.75,55.61,24659,38142,2969,17.5,34.0,45.0,12.0,11.0,97.2,90.19,91.9,81.86,89.9,17.76,42.583333333333336,33.11666666666667,68.89,47.42,41.2,39.05,13.7,0.4,76.97,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.62,0,0
15,Ashanti,Akrofuom,District,6.03262245,-1.67136425707588,49291,37.0,44.2,30.03,42.84,58.86,119.74,50.69,17491,29718,2082,17.5,34.0,45.0,12.0,11.0,97.2,89.2,91.9,80.08,89.9,15.99,42.583333333333336,33.11666666666667,68.99,46.98,41.2,39.05,13.7,0.4,80.99,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,81.88,0,0
16,Ashanti,Amansie Central,District,6.20744165,-1.82814118592735,93052,28.6,43.3,29.44,33.99,57.8,111.65,55.37,32406,56066,4580,17.5,34.0,45.0,12.0,11.0,97.2,87.21,91.9,78.36,89.9,18.52,42.583333333333336,33.11666666666667,68.94,47.47,41.2,39.05,13.7,0.4,78.06,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.87,0,0
17,Ashanti,Amansie South,District,6.30802585,-2.01186652006877,113155,30.3,44.4,30.17,48.14,52.44,117.85,54.39,37756,72001,3398,17.5,34.0,45.0,12.0,11.0,97.2,89.05,91.9,77.83,89.9,13.21,42.583333333333336,33.11666666666667,67.46,46.57,41.2,39.05,13.7,0.4,78.36,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.93,0,0
18,Ashanti,Amansie West,District,6.43975084999999,-1.85237045719587,112627,31.0,44.7,27.0,43.02,61.25,109.47,47.79,41149,67184,4294,17.5,34.0,45.0,12.0,11.0,97.2,87.06,91.9,81.29,89.9,15.62,42.583333333333336,33.11666666666667,66.13,48.98,41.2,39.05,13.7,0.4,79.17,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.05,0,0
19,Ashanti,Asante Akim Central Municipal,Municipal,6.56465915,-1.25347851347396,91673,16.9,42.6,17.22,19.68,55.83,92.42,48.87,31400,56241,4032,17.5,34.0,45.0,12.0,11.0,97.2,89.82,91.9,79.89,89.9,14.27,42.583333333333336,33.11666666666667,65.77,46.12,41.2,39.05,13.7,0.4,76.86,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.92,0,0
20,Ashanti,Asante Akim North Municipal,Municipal,6.906722,-0.958978,85202,26.0,42.1,23.85,34.0,55.04,94.16,52.87,28732,52202,4268,17.5,34.0,45.0,12.0,11.0,97.2,88.43,91.9,80.22,89.9,15.56,42.583333333333336,33.11666666666667,67.92,48.5,41.2,39.05,13.7,0.4,79.54,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,77.67,0,0
21,Ashanti,Asante Akim South Municipal,Municipal,6.46141735,-1.11533920112058,123633,24.6,42.2,25.62,32.61,65.69,97.21,56.16,46188,70310,7135,17.5,34.0,45.0,12.0,11.0,97.2,88.22,91.9,76.88,89.9,17.17,42.583333333333336,33.11666666666667,67.97,45.83,41.2,39.05,13.7,0.4,80.65,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,76.58,0,0
22,Ashanti,Asokore Mampong Municipal,Municipal,6.7077852,-1.5665013,191402,11.3,42.7,19.35,20.28,51.93,94.52,51.48,62820,120969,7613,17.5,34.0,45.0,12.0,11.0,97.2,87.48,91.9,80.89,89.9,16.53,42.583333333333336,33.11666666666667,69.33,46.71,41.2,39.05,13.7,0.4,79.64,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,81.51,0,0
23,Ashanti,Asokwa Municipal,Municipal,6.6739843,-1.6026178,125642,6.3,41.4,10.73,14.25,48.27,94.74,55.93,39287,81383,4972,17.5,34.0,45.0,12.0,11.0,97.2,90.33,91.9,80.18,89.9,16.42,42.583333333333336,33.11666666666667,69.05,45.19,41.2,39.05,13.7,0.4,76.82,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,78.62,0,0
24,Ashanti,Atwima Kwanwoma,District,6.65,-1.73333,234846,13.8,43.3,13.57,26.15,59.8,92.63,50.01,84950,142066,7830,17.5,34.0,45.0,12.0,11.0,97.2,88.27,91.9,77.83,89.9,16.56,42.583333333333336,33.11666666666667,67.2,47.48,41.2,39.05,13.7,0.4,79.01,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.42,0,0
25,Ashanti,Atwima Mponua,District,6.5558963,-2.17659077213842,155254,25.1,42.4,29.22,24.13,64.9,108.81,56.5,58631,90341,6282,17.5,34.0,45.0,12.0,11.0,97.2,87.86,91.9,78.79,89.9,17.11,42.583333333333336,33.11666666666667,65.53,48.97,41.2,39.05,13.7,0.4,80.31,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,78.02,0,0
26,Ashanti,Atwima Nwabiagya North,District,6.87764335,-1.74489585317473,155025,13.5,43.1,15.74,21.41,59.81,98.51,49.07,56070,93744,5211,17.5,34.0,45.0,12.0,11.0,97.2,87.97,91.9,79.9,89.9,15.29,42.583333333333336,33.11666666666667,66.92,46.68,41.2,39.05,13.7,0.4,76.38,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,77.99,0,0
27,Ashanti,Atwima Nwabiagya South Municipal,Municipal,7.0689359,-2.0226618,161893,12.5,43.0,13.83,23.44,56.9,90.76,51.6,56647,99554,5692,17.5,34.0,45.0,12.0,11.0,97.2,89.3,91.9,79.58,89.9,17.86,42.583333333333336,33.11666666666667,67.73,46.5,41.2,39.05,13.7,0.4,77.59,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.84,0,0
28,Ashanti,Bekwai Municipal,Municipal,6.43631235,-1.59282285301503,137967,19.4,43.6,17.87,27.7,58.57,90.04,48.97,48084,82101,7782,17.5,34.0,45.0,12.0,11.0,97.2,89.05,91.9,79.06,89.9,17.79,42.583333333333336,33.11666666666667,67.1,45.13,41.2,39.05,13.7,0.4,80.51,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.01,0,0
29,Ashanti,Bosome Freho,District,6.3681227,-1.36632312680072,62259,31.3,41.0,28.55,49.05,67.8,100.1,59.5,23793,35091,3375,17.5,34.0,45.0,12.0,11.0,97.2,89.12,91.9,79.34,89.9,17.38,42.583333333333336,33.11666666666667,66.53,46.46,41.2,39.05,13.7,0.4,79.61,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.67,0,0
30,Ashanti,Bosomtwi,District,6.1777503,-0.1969922,165180,16.1,43.8,13.87,28.31,60.46,91.4,49.91,59630,98628,6922,17.5,34.0,45.0,12.0,11.0,97.2,89.15,91.9,79.12,89.9,17.63,42.583333333333336,33.11666666666667,67.78,44.41,41.2,39.05,13.7,0.4,79.82,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.78,0,0
31,Ashanti,Ejisu Municipal,Municipal,6.7139918,-1.4665782,180723,13.5,43.6,14.91,21.69,56.15,91.94,49.44,62187,110743,7793,17.5,34.0,45.0,12.0,11.0,97.2,91.71,91.9,79.73,89.9,17.24,42.583333333333336,33.11666666666667,66.64,45.43,41.2,39.05,13.7,0.4,81.99,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.58,0,0
32,Ashanti,Ejura Sekyedumase Municipal,Municipal,7.38567515,-1.39945747215309,137672,25.0,42.2,35.88,33.58,70.77,96.68,53.15,54929,77619,5124,17.5,34.0,45.0,12.0,11.0,97.2,87.89,91.9,81.71,89.9,19.85,42.583333333333336,33.11666666666667,66.46,47.14,41.2,39.05,13.7,0.4,79.9,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.46,0,0
33,Ashanti,Juaben Municipal,Municipal,6.0721368,-0.260652306105858,63929,20.9,43.1,21.97,30.42,64.52,92.37,52.89,23742,36797,3390,17.5,34.0,45.0,12.0,11.0,97.2,87.73,91.9,75.65,89.9,16.67,42.583333333333336,33.11666666666667,67.87,48.78,41.2,39.05,13.7,0.4,80.19,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,82.47,0,0
34,Ashanti,"Kumasi Metropolitan Area (KMA)-Bantama, Manhyia North, Manhyia South, Nhyiaeso, & Subin",Metropolitan,6.698152,-1.621229,443945,8.9,42.3,10.82,22.55,42.04,92.65,51.75,126044,299810,18091,17.5,34.0,45.0,12.0,11.0,97.2,87.28,91.9,79.14,89.9,16.34,42.583333333333336,33.11666666666667,66.8,51.01,41.2,39.05,13.7,0.4,83.27,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,78.5,0,0
35,Ashanti,Kwabre East,Municipal,6.7897864,-1.53792852576917,296814,10.6,43.3,12.89,24.41,59.9,91.37,52.75,107533,179517,9764,17.5,34.0,45.0,12.0,11.0,97.2,89.42,91.9,79.76,89.9,15.67,42.583333333333336,33.11666666666667,67.77,45.92,41.2,39.05,13.7,0.4,78.88,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.02,0,0
36,Ashanti,Kwadaso Municipal,Municipal,6.68059249999999,-1.67467000057054,154526,9.5,42.4,8.43,21.67,44.08,95.13,48.86,45486,103201,5839,17.5,34.0,45.0,12.0,11.0,97.2,90.19,91.9,79.94,89.9,15.25,42.583333333333336,33.11666666666667,67.81,48.95,41.2,39.05,13.7,0.4,78.0,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,81.8,0,0
37,Ashanti,Mampong Municipal,Municipal,7.056139,-1.40425,116632,22.5,42.6,20.67,29.79,56.22,93.36,46.44,39935,71036,5661,17.5,34.0,45.0,12.0,11.0,97.2,88.33,91.9,78.94,89.9,14.93,42.583333333333336,33.11666666666667,65.69,47.17,41.2,39.05,13.7,0.4,79.84,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,82.0,0,0
38,Ashanti,Obuasi East,Municipal,6.1796409,-1.60356394182495,92401,13.1,42.7,15.48,17.4,54.67,93.13,48.71,31606,57813,2982,17.5,34.0,45.0,12.0,11.0,97.2,87.24,91.9,76.86,89.9,15.47,42.583333333333336,33.11666666666667,66.68,46.57,41.2,39.05,13.7,0.4,79.86,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,77.97,0,0
39,Ashanti,Obuasi Municipal,Municipal,6.211542,-1.6894045,104297,11.1,42.8,12.32,19.66,49.38,98.34,50.91,33379,67601,3317,17.5,34.0,45.0,12.0,11.0,97.2,87.26,91.9,79.99,89.9,16.69,42.583333333333336,33.11666666666667,69.56,47.45,41.2,39.05,13.7,0.4,78.41,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.63,0,0
40,Ashanti,Offinso Municipal,Municipal,7.05794129999999,-1.73462655987467,137272,23.5,42.8,24.85,30.81,63.75,89.78,48.89,51264,80409,5599,17.5,34.0,45.0,12.0,11.0,97.2,89.48,91.9,82.09,89.9,17.3,42.583333333333336,33.11666666666667,65.66,46.89,41.2,39.05,13.7,0.4,77.65,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,82.14,0,0
41,Ashanti,Offinso North,District,7.27974815,-1.79832745610104,83440,34.3,41.5,37.39,33.47,70.54,92.05,56.21,33087,46907,3446,17.5,34.0,45.0,12.0,11.0,97.2,89.61,91.9,77.2,89.9,16.88,42.583333333333336,33.11666666666667,64.23,46.97,41.2,39.05,13.7,0.4,82.66,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.86,0,0
42,Ashanti,Oforikrom Municipal,Municipal,6.672717,-1.5504236985326,213126,10.0,42.8,10.1,23.01,34.76,103.67,40.19,53181,152985,6960,17.5,34.0,45.0,12.0,11.0,97.2,89.31,91.9,80.8,89.9,15.65,42.583333333333336,33.11666666666667,64.61,46.19,41.2,39.05,13.7,0.4,79.69,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.39,0,0
43,Ashanti,Old Tafo Municipal,Municipal,6.74083555,-1.60465968075918,114368,9.2,42.9,11.73,24.65,50.11,90.81,54.69,36822,73484,4062,17.5,34.0,45.0,12.0,11.0,97.2,87.5,91.9,79.01,89.9,18.15,42.583333333333336,33.11666666666667,67.44,44.7,41.2,39.05,13.7,0.4,78.1,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.77,0,0
44,Ashanti,Sekyere Afram Plains,District,7.20286155,-0.592081996515861,33226,50.5,40.8,51.7,63.4,79.32,121.61,57.62,14383,18134,709,17.5,34.0,45.0,12.0,11.0,97.2,88.85,91.9,79.41,89.9,17.91,42.583333333333336,33.11666666666667,67.45,44.48,41.2,39.05,13.7,0.4,80.57,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.52,0,0
45,Ashanti,Sekyere Central,District,7.21625465,-1.09955606489201,73228,39.8,42.4,33.02,52.34,67.01,98.19,52.28,27701,41341,4186,17.5,34.0,45.0,12.0,11.0,97.2,88.68,91.9,77.92,89.9,16.56,42.583333333333336,33.11666666666667,67.22,47.78,41.2,39.05,13.7,0.4,79.04,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.53,0,0
46,Ashanti,Sekyere East,District,6.77947295,-1.29935419961981,74789,17.3,42.5,17.21,23.59,60.19,86.23,49.26,26657,44286,3846,17.5,34.0,45.0,12.0,11.0,97.2,88.83,91.9,79.0,89.9,15.82,42.583333333333336,33.11666666666667,69.22,46.38,41.2,39.05,13.7,0.4,78.82,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.72,0,0
47,Ashanti,Sekyere Kumawu,District,6.9098849,-1.23942940155571,64396,23.9,42.9,20.33,35.78,65.17,90.01,49.55,23811,36536,4049,17.5,34.0,45.0,12.0,11.0,97.2,89.81,91.9,81.45,89.9,17.62,42.583333333333336,33.11666666666667,63.39,45.91,41.2,39.05,13.7,0.4,80.04,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.04,0,0
48,Ashanti,Sekyere South,District,6.99532965,-1.50292100938884,120076,22.6,42.8,17.74,26.93,59.59,89.82,47.18,42410,71175,6491,17.5,34.0,45.0,12.0,11.0,97.2,88.84,91.9,80.37,89.9,17.08,42.583333333333336,33.11666666666667,67.99,46.81,41.2,39.05,13.7,0.4,77.26,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,80.22,0,0
49,Ashanti,Suame Municipal,Municipal,6.738487,-1.62476687694823,136290,8.7,42.7,10.34,23.69,50.57,89.22,56.51,44226,87459,4605,17.5,34.0,45.0,12.0,11.0,97.2,89.52,91.9,82.1,89.9,14.63,42.583333333333336,33.11666666666667,69.74,47.99,41.2,39.05,13.7,0.4,79.73,1.5499999999999998,1.45,37.1,8.3,6.55,83.75,79.08,0,0
50,Bono,Banda,District,8.1645269,-2.3569966,28179,35.7,43.7,41.63,23.59,63.37,114.44,43.59,10408,16424,1347,12.0,24.0,36.0,11.0,13.0,98.6,84.7,90.9,74.87,82.1,20.6,43.1,17.583333333333332,59.81,42.07,36.9,35.1,14.45,0.2,74.27,3.35,6.9,36.2,12.7,9.7,79.25,73.3,0,0
51,Bono,Berekum East Municipal,Municipal,7.4848835,-2.56459096524003,106252,12.6,41.7,14.74,11.53,50.65,86.14,48.65,34084,67295,4873,12.0,24.0,36.0,11.0,13.0,98.6,85.03,90.9,73.76,82.1,21.09,43.1,17.583333333333332,60.93,40.82,36.9,35.1,14.45,0.2,72.1,3.35,6.9,36.2,12.7,9.7,79.25,76.87,0,0
52,Bono,Berekum West,District,7.47199419999999,-2.71078914019081,49464,14.8,41.6,22.9,12.49,55.68,88.13,49.35,16717,30022,2725,12.0,24.0,36.0,11.0,13.0,98.6,85.55,90.9,75.72,82.1,19.35,43.1,17.583333333333332,60.37,43.64,36.9,35.1,14.45,0.2,70.84,3.35,6.9,36.2,12.7,9.7,79.25,69.83,0,0
53,Bono,Dormaa Central Municipal,Municipal,7.23948645,-2.85657511014467,112702,15.8,41.7,22.18,17.34,55.49,94.33,52.87,38087,68642,5973,12.0,24.0,36.0,11.0,13.0,98.6,82.41,90.9,73.76,82.1,20.98,43.1,17.583333333333332,60.16,44.17,36.9,35.1,14.45,0.2,70.64,3.35,6.9,36.2,12.7,9.7,79.25,72.99,0,0
54,Bono,Dormaa East,District,7.26432845,-2.64146295349265,67899,19.5,41.7,24.68,13.64,56.25,94.66,50.34,23068,41011,3820,12.0,24.0,36.0,11.0,13.0,98.6,84.12,90.9,74.34,82.1,18.52,43.1,17.583333333333332,61.01,42.54,36.9,35.1,14.45,0.2,70.78,3.35,6.9,36.2,12.7,9.7,79.25,71.36,0,0
55,Bono,Dormaa West,District,6.97538415,-2.9463116043167,47913,23.2,40.8,30.1,20.34,62.2,116.03,58.77,17766,28563,1584,12.0,24.0,36.0,11.0,13.0,98.6,83.89,90.9,72.66,82.1,22.7,43.1,17.583333333333332,63.64,43.26,36.9,35.1,14.45,0.2,71.02,3.35,6.9,36.2,12.7,9.7,79.25,73.37,0,0
56,Bono,Jaman North,District,7.9132614,-2.69723280400663,116529,14.5,42.4,26.41,7.06,59.58,98.9,48.17,41554,69745,5230,12.0,24.0,36.0,11.0,13.0,98.6,83.64,90.9,73.2,82.1,22.57,43.1,17.583333333333332,64.26,43.66,36.9,35.1,14.45,0.2,70.83,3.35,6.9,36.2,12.7,9.7,79.25,72.57,0,0
57,Bono,Jaman South,Municipal,7.62036559999999,-2.7963718064665,109768,15.6,42.1,26.35,8.82,59.48,90.8,50.56,38938,65468,5362,12.0,24.0,36.0,11.0,13.0,98.6,84.19,90.9,72.05,82.1,20.32,43.1,17.583333333333332,61.0,43.5,36.9,35.1,14.45,0.2,72.77,3.35,6.9,36.2,12.7,9.7,79.25,73.64,0,0
58,Bono,Sunyani Municipal,Municipal,7.3384389,-2.3309226,193595,10.9,41.5,14.47,11.18,48.05,98.87,48.74,60654,126224,6717,12.0,24.0,36.0,11.0,13.0,98.6,86.84,90.9,74.58,82.1,21.25,43.1,17.583333333333332,64.36,42.72,36.9,35.1,14.45,0.2,68.8,3.35,6.9,36.2,12.7,9.7,79.25,74.26,0,0
59,Bono,Sunyani West Municipal,Municipal,7.35779433737633,-2.34687996021684,136022,17.6,43.1,20.83,15.61,50.24,97.21,44.22,43589,86766,5667,12.0,24.0,36.0,11.0,13.0,98.6,83.3,90.9,71.33,82.1,17.09,43.1,17.583333333333332,61.55,42.7,36.9,35.1,14.45,0.2,72.69,3.35,6.9,36.2,12.7,9.7,79.25,72.79,0,0
60,Bono,Tain,District,7.9614185,-2.1422727,115568,21.5,41.9,36.55,19.06,61.96,101.46,53.33,42109,67967,5492,12.0,24.0,36.0,11.0,13.0,98.6,86.05,90.9,74.27,82.1,18.97,43.1,17.583333333333332,64.13,42.58,36.9,35.1,14.45,0.2,70.83,3.35,6.9,36.2,12.7,9.7,79.25,74.2,0,0
61,Bono,Wenchi Municipal,Municipal,7.80281055,-2.08141333112632,124758,23.6,42.2,33.76,20.26,64.4,93.64,49.36,46668,72466,5624,12.0,24.0,36.0,11.0,13.0,98.6,82.08,90.9,72.81,82.1,20.26,43.1,17.583333333333332,61.36,40.15,36.9,35.1,14.45,0.2,71.97,3.35,6.9,36.2,12.7,9.7,79.25,68.98,0,0
62,Bono East,Atebubu Amantin Municipal,Municipal,7.72813859999999,-1.09550967027384,144947,28.8,41.5,40.99,25.49,71.37,101.25,55.02,58535,82014,4398,18.0,36.0,48.0,12.0,12.0,97.7,79.3,91.9,68.16,84.6,23.69,40.766666666666666,22.08333333333333,56.1,37.45,15.45,45.85,21.35,0.8,62.01,1.95,14.7,27.58333333333333,39.6,24.1,60.45,67.19,1,1
63,Bono East,Kintampo North Municipal,Municipal,8.053714,-1.728919,140250,28.1,43.4,40.52,21.6,67.48,98.11,46.62,54380,80592,5278,18.0,36.0,48.0,12.0,12.0,97.7,80.04,91.9,67.53,84.6,26.37,40.766666666666666,22.08333333333333,56.45,34.37,15.45,45.85,21.35,0.8,65.69,1.95,14.7,27.58333333333333,39.6,24.1,60.45,65.36,1,1
